,Analysis,Mean time,Highways,Instances
0,Veículos acima da velocidade,0.9913761496543885,1,1
1,Histórico,0.9898710250854492,1,1
2,Top 100,1.1340027608369525,1,1
3,Estatísticas gerais,1.5790197134017945,1,1
4,Carros proibidos de circular,0.5307505846023559,1,1
5,Colisão,0.30471038818359375,1,1
6,Total,2.6448885390633032,1,1
7,Direção perigosa,0.2990230321884155,1,1
