,Analysis,Mean time,Highways,Instances
0,Colisão,0.2148519277572632,60,1
1,Total,2.063483526832179,60,1
2,Carros proibidos de circular,0.35888344049453735,60,1
3,Direção perigosa,0.1991047739982605,60,1
4,Veículos acima da velocidade,0.6349502682685852,60,1
5,Top 100,0.9889265487068578,60,1
6,Histórico,0.8001712560653687,60,1
7,Estatísticas gerais,1.0643217802047729,60,1
