,Analysis,Mean time,Highways,Instances
0,Veículos acima da velocidade,0.6364726424217224,50,1
1,Histórico,0.801058566570282,50,1
2,Top 100,0.9845309006540399,50,1
3,Estatísticas gerais,1.0733227252960205,50,1
4,Carros proibidos de circular,0.3802371025085449,50,1
5,Colisão,0.2189872145652771,50,1
6,Total,2.0648148687262284,50,1
7,Direção perigosa,0.21171536445617675,50,1
