,Analysis,Mean time,Highways,Instances
0,Veículos acima da velocidade,0.6496983408927918,90,1
1,Histórico,0.8603673577308655,90,1
2,Top 100,1.0527816822654323,90,1
3,Estatísticas gerais,1.100754690170288,90,1
4,Carros proibidos de circular,0.3818251729011536,90,1
5,Colisão,0.22727950811386108,90,1
6,Total,2.164608227579217,90,1
7,Direção perigosa,0.20222337245941163,90,1
