,Analysis,Mean time,Highways,Instances
0,Veículos acima da velocidade,0.6341249346733093,30,1
1,Histórico,0.8229404926300049,30,1
2,Top 100,1.0116160417857922,30,1
3,Estatísticas gerais,1.0552090048789977,30,1
4,Carros proibidos de circular,0.3929296135902405,30,1
5,Colisão,0.22161952257156373,30,1
6,Total,2.0720403445394417,30,1
7,Direção perigosa,0.2128065586090088,30,1
