100,D16,179,1,2023-06-17T12:19:18.719-03:00,1047,14
100,P82,39,1,2023-06-17T12:19:18.720-03:00,1047,14
100,V80,113,0,2023-06-17T12:19:18.716-03:00,1047,14
100,M45,1017,3,2023-06-17T12:19:18.726-03:00,1047,14
100,K36,964,2,2023-06-17T12:19:18.724-03:00,1047,14
100,I43,900,3,2023-06-17T12:19:18.723-03:00,1047,14
100,X47,874,2,2023-06-17T12:19:18.724-03:00,1047,14
100,M45,1017,3,2023-06-17T12:19:20.356-03:00,1047,14
100,S17,21,0,2023-06-17T12:19:20.330-03:00,1047,14
100,D16,186,1,2023-06-17T12:19:20.326-03:00,1047,14
100,V80,117,0,2023-06-17T12:19:20.287-03:00,1047,14
100,I43,892,3,2023-06-17T12:19:20.332-03:00,1047,14
100,K36,964,2,2023-06-17T12:19:20.349-03:00,1047,14
100,U56,147,1,2023-06-17T12:19:20.290-03:00,1047,14
100,P82,45,0,2023-06-17T12:19:20.327-03:00,1047,14
100,N89,923,3,2023-06-17T12:19:20.295-03:00,1047,14
100,X47,870,2,2023-06-17T12:19:20.349-03:00,1047,14
100,S17,28,1,2023-06-17T12:19:21.734-03:00,1047,14
100,P82,50,0,2023-06-17T12:19:21.734-03:00,1047,14
100,V80,121,0,2023-06-17T12:19:21.727-03:00,1047,14
100,U56,147,1,2023-06-17T12:19:21.732-03:00,1047,14
100,N89,919,3,2023-06-17T12:19:21.732-03:00,1047,14
100,K36,964,2,2023-06-17T12:19:21.735-03:00,1047,14
100,V56,1034,2,2023-06-17T12:19:21.735-03:00,1047,14
100,E12,8,1,2023-06-17T12:19:21.736-03:00,1047,14
100,I43,885,3,2023-06-17T12:19:21.732-03:00,1047,14
100,X47,866,2,2023-06-17T12:19:21.734-03:00,1047,14
100,D16,194,1,2023-06-17T12:19:21.733-03:00,1047,14
100,V80,125,0,2023-06-17T12:19:22.887-03:00,1047,14
100,I43,879,3,2023-06-17T12:19:22.889-03:00,1047,14
100,D16,202,1,2023-06-17T12:19:22.888-03:00,1047,14
100,U56,147,1,2023-06-17T12:19:22.888-03:00,1047,14
100,X47,862,2,2023-06-17T12:19:22.890-03:00,1047,14
100,R04,7,1,2023-06-17T12:19:22.894-03:00,1047,14
